"PVWatts Hourly PV Performance Data"
"Requested Location","Kenya"
"Location","LAMU/MANDA ISLAND, KENYA"
"Latitude (DD)","-2.27"
"Longitude (DD)","40.83"
"Elevation (m)","6"
"DC System Size (kW)","1100"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","2.27"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","5","11","453","288","27","3.4","0.13","702.788","40.272","611884.665","585843.24"
"6","5","12","601","269","27","3.5","0.13","827.544","42.395","715632.374","685914.755"
"6","5","13","519","299","27","3.7","0.13","757.354","40.665","659810.012","632070.401"
"6","5","14","403","255","27","3.8","0.13","568.351","37.115","503765.318","481554.991"
"6","5","15","412","213","27","3.9","0.13","467.266","35.218","420611.833","401347.965"
"6","5","16","370","132","27","4","0.13","285.773","31.943","255633.385","242215.359"
"6","5","17","113","75","27","4.1","0.13","96.703","28.615","78135.478","71006.908"
"6","5","18","1","1","25.3","4.4","0.13","1.038","25.314","0","0"
"6","5","19","0","0","23.7","4.8","0.13","0","23.7","0","0"
"6","5","20","0","0","22","5.1","0.13","0","22","0","0"
"6","5","21","0","0","22.7","5","0.13","0","22.7","0","0"
"6","5","22","0","0","23.3","4.9","0.13","0","23.3","0","0"
"6","5","23","0","0","24","4.8","0.13","0","24","0","0"
"6","6","0","0","0","24.7","4.8","0.13","0","24.7","0","0"
"6","6","1","0","0","25.3","4.7","0.13","0","25.3","0","0"
"6","6","2","0","0","26","4.6","0.13","0","26","0","0"
"6","6","3","0","0","26","4.5","0.13","0","26","0","0"
"6","6","4","0","0","26","4.4","0.13","0","26","0","0"
"6","6","5","0","0","26","4.3","0.13","0","26","0","0"
"6","6","6","86","18","26.3","4.3","0.13","26.132","26.66","13101.019","8276.879"
"6","6","7","175","96","26.7","4.2","0.13","149.368","29.192","128541.971","119627.299"
"6","6","8","141","269","27","4.1","0.13","343.627","32.864","308773.245","293472.262"
"6","6","9","163","252","27.7","4.4","0.13","366.752","33.688","325873.111","309966.212"
"6","6","10","544","243","28.3","4.8","0.13","697.021","39.102","613689.288","587583.917"
"6","6","11","639","175","29","5.1","0.13","757.106","40.295","663283.71","635421.012"
"6","6","12","620","258","29","4.6","0.13","833.591","42.247","721672.773","691741.119"
"6","6","13","623","231","29","4.1","0.13","779.89","42.285","677302.167","648942.739"
"6","6","14","626","183","29","3.6","0.13","667.374","41.261","586028.302","560903.071"
"6","6","15","596","161","28.3","2.7","0.13","527.41","39.564","469851.499","448842.874"
"6","6","16","317","123","27.7","1.9","0.13","255.106","34.027","225507.361","213156.82"
"6","6","17","146","70","27","1","0.13","98.066","29.911","77530.266","70423.142"
"6","6","18","3","1","27","0.8","0.13","1.116","27.029","0","0"
"6","6","19","0","0","27","0.7","0.13","0","27","0","0"
"6","6","20","0","0","27","0.5","0.13","0","27","0","0"
"6","6","21","0","0","26.8","1.3","0.13","0","26.8","0","0"
"6","6","22","0","0","26.7","2","0.13","0","26.7","0","0"
"6","6","23","0","0","26.5","2.8","0.13","0","26.5","0","0"
"6","7","0","0","0","26.6","3.2","0.13","0","26.6","0","0"
"6","7","1","0","0","26.8","3.6","0.13","0","26.8","0","0"
"6","7","2","0","0","26.9","3.9","0.13","0","26.9","0","0"
"6","7","3","0","0","27","4.3","0.13","0","27","0","0"
"6","7","4","0","0","27","4.7","0.13","0","27","0","0"
"6","7","5","0","0","27.1","5.1","0.13","0","27.1","0","0"
"6","7","6","9","21","27.2","5.5","0.13","21.775","27.475","12380.398","7581.792"
"6","7","7","85","90","27.5","5.9","0.13","115.929","29.068","100002.44","92099.037"
"6","7","8","305","166","27.9","6.2","0.13","323.959","32.169","294297.812","279509.751"
"6","7","9","277","324","28.3","6.5","0.13","519.258","34.896","463248.295","442473.647"
"6","7","10","491","296","28.6","6.9","0.13","706.156","37.203","624955.632","598451.051"
"6","7","11","372","471","29","7.2","0.13","812.271","38.576","707693.571","678257.255"
"6","7","12","399","332","28.7","7.2","0.13","704.057","37.007","619233.471","592931.648"
"6","7","13","295","349","28.4","7.2","0.13","610.435","35.6","538992.893","515534.313"
"6","7","14","367","319","28.1","7.2","0.13","604.083","35.241","538276.87","514843.662"
"6","7","15","210","321","27.9","7.2","0.13","451.593","33.244","405782.244","387043.847"
"6","7","16","153","178","27.6","7.2","0.13","242.275","30.469","217227.801","205170.638"
"6","7","17","58","66","27.3","7.2","0.13","77.123","28.2","63196.459","56597.238"
"6","7","18","0","1","27.1","7.4","0.13","0.999","27.11","0","0"
"6","7","19","0","0","26.8","7.5","0.13","0","26.8","0","0"
"6","7","20","0","0","26.6","7.7","0.13","0","26.6","0","0"
"6","7","21","0","0","26.6","7.9","0.13","0","26.6","0","0"
"6","7","22","0","0","26.5","8","0.13","0","26.5","0","0"
"6","7","23","0","0","26.5","8.2","0.13","0","26.5","0","0"
"6","8","0","0","0","26.3","8","0.13","0","26.3","0","0"
"6","8","1","0","0","26","7.9","0.13","0","26","0","0"
"6","8","2","0","0","25.8","7.7","0.13","0","25.8","0","0"
"6","8","3","0","0","26.2","9.6","0.13","0","26.2","0","0"
"6","8","4","0","0","26.5","11.5","0.13","0","26.5","0","0"
"6","8","5","0","0","26.9","13.4","0.13","0","26.9","0","0"
"6","8","6","63","20","27.3","11","0.13","25.746","27.485","12976.558","8156.828"
"6","8","7","303","69","27.6","8.6","0.13","160.101","29.243","135202.304","126051.63"
"6","8","8","417","112","28","6.2","0.13","327.119","32.318","298807.948","283860.076"
"6","8","9","478","257","28.2","6.5","0.13","591.366","35.726","530180.275","507033.961"
"6","8","10","517","198","28.3","6.9","0.13","628.802","35.968","561073.059","536832.091"
"6","8","11","428","337","28.5","7.2","0.13","728.519","37.099","641300.814","614217.058"
"6","8","12","584","286","28.8","7.5","0.13","827.871","38.299","727323.412","697191.533"
"6","8","13","452","157","29.2","7.9","0.13","555.264","35.344","495373.013","473460.059"
"6","8","14","343","225","29.5","8.2","0.13","491.864","34.796","439082.064","419163.722"
"6","8","15","238","204","28.8","8.1","0.13","351.31","32.624","316239.639","300674.092"
"6","8","16","87","88","28.2","8","0.13","124.221","29.564","109079.545","100854.504"
"6","8","17","53","78","27.5","7.9","0.13","88.589","28.469","73550.638","66584.528"
"6","8","18","1","1","26.9","7.9","0.13","1.04","26.909","0","0"
"6","8","19","0","0","26.2","7.8","0.13","0","26.2","0","0"
"6","8","20","0","0","25.6","7.7","0.13","0","25.6","0","0"
"6","8","21","0","0","25.3","7.4","0.13","0","25.3","0","0"
"6","8","22","0","0","25","7.2","0.13","0","25","0","0"
"6","8","23","0","0","24.6","6.9","0.13","0","24.6","0","0"
"6","9","0","0","0","24.3","6.7","0.13","0","24.3","0","0"
"6","9","1","0","0","24","6.4","0.13","0","24","0","0"
"6","9","2","0","0","23.7","6.1","0.13","0","23.7","0","0"
"6","9","3","0","0","23.4","5.9","0.13","0","23.4","0","0"
"6","9","4","0","0","23","5.6","0.13","0","23","0","0"
"6","9","5","0","0","22.7","5.4","0.13","0","22.7","0","0"
"6","9","6","1","18","22.4","5.1","0.13","18.019","22.636","10154.117","5434.397"
"6","9","7","6","69","22.5","6.2","0.13","70.581","23.427","62189.814","55626.263"
"6","9","8","22","85","22.5","7.2","0.13","96.175","23.639","85599.864","78206.802"
"6","9","9","16","182","22.5","8.2","0.13","192.72","24.568","172762.864","162281.27"
"6","9","10","54","248","22.6","9.3","0.13","293.108","25.459","263862.219","250152.613"
"6","9","11","25","178","22.6","10.3","0.13","200.813","24.408","178392.817","167711.732"
"6","9","12","2","218","22.9","10.1","0.13","219.477","24.903","194238.993","182996.414"
"6","9","13","17","337","23.1","10","0.13","351.768","26.339","314901.644","299383.507"
"6","9","14","2","284","23.4","9.8","0.13","285.398","26.073","255641.079","242222.78"
"6","9","15","58","191","23.3","8.2","0.13","226.789","25.74","205358.018","193721.448"
"6","9","16","41","76","23.3","6.7","0.13","92.81","24.456","82341.086","75063.495"
"6","9","17","3","38","23.2","5.1","0.13","38.409","23.771","32188.004","26687.536"
"6","9","18","0","1","23.9","6.1","0.13","0.999","23.911","0","0"
"6","9","19","0","0","24.6","7.2","0.13","0","24.6","0","0"
"6","9","20","0","0","25.3","8.2","0.13","0","25.3","0","0"
"6","9","21","0","0","25.4","8.6","0.13","0","25.4","0","0"
"6","9","22","0","0","25.4","8.9","0.13","0","25.4","0","0"
"6","9","23","0","0","25.5","9.3","0.13","0","25.5","0","0"
"6","10","0","0","0","25.5","9.1","0.13","0","25.5","0","0"
"6","10","1","0","0","25.5","8.9","0.13","0","25.5","0","0"
"6","10","2","0","0","25.5","8.7","0.13","0","25.5","0","0"
"6","10","3","0","0","25","8.2","0.13","0","25","0","0"
"6","10","4","0","0","24.5","7.7","0.13","0","24.5","0","0"
"6","10","5","0","0","24","7.2","0.13","0","24","0","0"
"6","10","6","0","19","24.3","6.7","0.13","18.927","24.513","11401.158","6637.251"
"6","10","7","4","148","24.7","6.2","0.13","149.885","26.67","134542.297","125415.009"
"6","10","8","50","212","25","5.7","0.13","238.332","28.311","215106.658","203124.655"
"6","10","9","120","274","25.7","5.5","0.13","358.689","30.789","321462.499","305711.886"
"6","10","10","210","346","26.5","5.3","0.13","521.502","34.069","462326.199","441584.225"
"6","10","11","493","349","27.2","5.1","0.13","798.645","39.091","698007.505","668914.405"
"6","10","12","250","434","27.5","5.5","0.13","668.274","36.956","584177.432","559117.784"
"6","10","13","235","441","27.7","5.8","0.13","649.494","36.579","569371.16","544836.157"
"6","10","14","372","302","28","6.2","0.13","590.714","35.748","525535.093","502553.376"
"6","10","15","266","246","27.2","6.4","0.13","410.952","32.486","371189.55","353676.91"
"6","10","16","87","133","26.5","6.5","0.13","169.762","28.66","151527.3","141798.166"
"6","10","17","1","68","25.7","6.7","0.13","68.405","26.548","58334.792","51907.84"
"6","10","18","0","1","25","6.9","0.13","0.999","25.01","0","0"
"6","10","19","0","0","24.2","7","0.13","0","24.2","0","0"
"6","10","20","0","0","23.5","7.2","0.13","0","23.5","0","0"
"6","10","21","0","0","23.7","7.1","0.13","0","23.7","0","0"
"6","10","22","0","0","23.8","7.1","0.13","0","23.8","0","0"
"6","10","23","0","0","24","7","0.13","0","24","0","0"
"6","11","0","0","0","24.2","7","0.13","0","24.2","0","0"
"6","11","1","0","0","24.3","6.9","0.13","0","24.3","0","0"
"6","11","2","0","0","24.5","6.9","0.13","0","24.5","0","0"
"6","11","3","0","0","24.7","6.8","0.13","0","24.7","0","0"
"6","11","4","0","0","24.8","6.8","0.13","0","24.8","0","0"
"6","11","5","0","0","25","6.7","0.13","0","25","0","0"
"6","11","6","6","20","24","7.7","0.13","20.508","24.207","12017.363","7231.621"
"6","11","7","180","99","25","7.4","0.13","153.111","26.763","133030.521","123956.802"
"6","11","8","267","191","26.1","7.2","0.13","328.792","30.003","300632.638","285620.11"
"6","11","9","249","349","26.5","6.9","0.13","523.25","32.874","470044.11","449028.659"
"6","11","10","281","402","26.8","6.5","0.13","637.479","34.879","565086.704","540703.516"
"6","11","11","81","382","27.2","6.2","0.13","456.535","33.156","401102.575","382529.997"
"6","11","12","192","319","27.5","6.9","0.13","498.768","33.554","440818.775","420838.895"
"6","11","13","148","391","27.9","7.5","0.13","523.028","33.882","461352.31","440644.845"
"6","11","14","303","266","28.2","8.2","0.13","501.403","33.595","448737.457","428476.986"
"6","11","15","270","261","27.6","7.7","0.13","428.631","32.439","387400.013","369312.971"
"6","11","16","218","148","27","7.2","0.13","239.599","29.837","215257.358","203270.015"
"6","11","17","57","70","26.4","6.7","0.13","81.182","27.397","67162.995","60423.224"
"6","11","18","0","1","25.8","6.2","0.13","0.999","25.811","0","0"
"6","11","19","0","0","25.9","5.8","0.13","0","25.9","0","0"
"6","11","20","0","0","25.9","5.5","0.13","0","25.9","0","0"
"6","11","21","0","0","26","5.1","0.13","0","26","0","0"
"6","11","22","0","0","26.1","4.8","0.13","0","26.1","0","0"
"6","11","23","0","0","26.2","4.4","0.13","0","26.2","0","0"
"6","12","0","0","0","25.9","4.4","0.13","0","25.9","0","0"
"6","12","1","0","0","25.7","4.4","0.13","0","25.7","0","0"
"6","12","2","0","0","25.4","4.3","0.13","0","25.4","0","0"
"6","12","3","0","0","25.2","4.3","0.13","0","25.2","0","0"
"6","12","4","0","0","25.2","4.7","0.13","0","25.2","0","0"
"6","12","5","0","0","25.1","5","0.13","0","25.1","0","0"
"6","12","6","49","17","25.9","5.7","0.13","21.527","26.153","11038.473","6287.417"
"6","12","7","286","96","26.8","6.3","0.13","180.803","29.122","154607.331","144769.059"
"6","12","8","444","115","27.6","7","0.13","342.268","31.754","313654.419","298180.477"
"6","12","9","352","161","27.8","7.7","0.13","406","32.386","367390.184","350012.171"
"6","12","10","156","354","27.9","8.4","0.13","484.842","33.01","430180.906","410577.968"
"6","12","11","202","464","28.1","9.1","0.13","649.578","34.541","572465.908","547821.246"
"6","12","12","208","484","27.9","8.7","0.13","678.747","34.86","597019.225","571504.542"
"6","12","13","300","280","27.7","8.2","0.13","544.758","33.552","485424.953","463864.498"
"6","12","14","545","261","27.4","7.8","0.13","683.306","35.037","612876.176","586799.618"
"6","12","15","386","215","27.2","7.4","0.13","454.019","32.481","412677.649","393694.92"
"6","12","16","269","142","27","6.9","0.13","254.663","30.108","228950.7","216478.147"
"6","12","17","79","56","26.8","6.5","0.13","71.383","27.69","57452.883","51057.18"
"6","12","18","3","1","26.4","6.4","0.13","1.118","26.411","0","0"
"6","12","19","0","0","26.1","6.2","0.13","0","26.1","0","0"
"6","12","20","0","0","25.7","6.1","0.13","0","25.7","0","0"
"6","12","21","0","0","25.4","5.9","0.13","0","25.4","0","0"
"6","12","22","0","0","25","5.8","0.13","0","25","0","0"
"6","12","23","0","0","24.7","5.6","0.13","0","24.7","0","0"
"6","13","0","0","0","24.3","5.4","0.13","0","24.3","0","0"
"6","13","1","0","0","24.6","6","0.13","0","24.6","0","0"
"6","13","2","0","0","25","6.5","0.13","0","25","0","0"
"6","13","3","0","0","25.3","7","0.13","0","25.3","0","0"
"6","13","4","0","0","25.6","7.5","0.13","0","25.6","0","0"
"6","13","5","0","0","26","8.1","0.13","0","26","0","0"
"6","13","6","91","17","26.3","8.6","0.13","25.315","26.511","11847.114","7067.405"
"6","13","7","247","91","26.7","7.9","0.13","164.133","28.498","140482.309","131144.543"
"6","13","8","664","108","27","7.2","0.13","446.597","32.317","411889.534","392934.731"
"6","13","9","401","232","27.3","6.5","0.13","511.108","33.804","460817.133","440128.631"
"6","13","10","555","213","27.7","5.8","0.13","673.076","36.941","598567.887","572998.328"
"6","13","11","680","218","28","5.1","0.13","834.426","40.446","729670.566","699455.518"
"6","13","12","723","154","27.8","4.5","0.13","820.434","41.03","717046.056","687278.345"
"6","13","13","751","157","27.7","3.9","0.13","815.215","42.008","711290.712","681726.936"
"6","13","14","698","134","27.5","3.3","0.13","672.737","40.463","594262.514","568845.512"
"6","13","15","720","89","27.3","2.7","0.13","531.16","38.659","477270.902","455999.378"
"6","13","16","571","87","27.2","2.1","0.13","325.005","34.941","288309.778","273733.898"
"6","13","17","329","44","27","1.5","0.13","107.234","29.752","78300.29","71165.881"
"6","13","18","12","1","26.8","0.9","0.13","1.483","26.832","0","0"
"6","13","19","0","0","26.7","1.2","0.13","0","26.7","0","0"
"6","13","20","0","0","26.7","1.6","0.13","0","26.7","0","0"
"6","13","21","0","0","26.6","1.9","0.13","0","26.6","0","0"
"6","13","22","0","0","26.5","2.2","0.13","0","26.5","0","0"
"6","13","23","0","0","26.4","2.6","0.13","0","26.4","0","0"
"6","14","0","0","0","26.3","3.4","0.13","0","26.3","0","0"
"6","14","1","0","0","26.2","4.2","0.13","0","26.2","0","0"
"6","14","2","0","0","26","5.1","0.13","0","26","0","0"
"6","14","3","0","0","25.9","5.9","0.13","0","25.9","0","0"
"6","14","4","0","0","26.3","5.7","0.13","0","26.3","0","0"
"6","14","5","0","0","26.6","5.5","0.13","0","26.6","0","0"
"6","14","6","20","18","26.9","5.4","0.13","19.776","27.143","10271.644","5547.76"
"6","14","7","207","108","27.3","5.2","0.13","169.605","29.78","145748.995","136224.61"
"6","14","8","183","132","27.6","5","0.13","225.957","31.025","203442.531","191873.835"
"6","14","9","579","201","27.9","5.8","0.13","601.668","36.179","540650.489","517133.174"
"6","14","10","496","294","28.3","6.7","0.13","705.497","37.074","624962.126","598457.315"
"6","14","11","513","256","28.6","7.5","0.13","721.689","36.882","638390.886","611410.24"
"6","14","12","607","266","28.6","7.5","0.13","827.401","38.096","728210.94","698047.612"
"6","14","13","525","331","28.6","7.5","0.13","793.656","37.707","699108.569","669976.454"
"6","14","14","532","276","28.6","7.5","0.13","688.596","36.516","613618.664","587515.796"
"6","14","15","449","218","27.9","7.5","0.13","495.855","33.614","449837.063","429537.629"
"6","14","16","358","160","27.3","7.5","0.13","309.998","30.866","279463.286","265200.872"
"6","14","17","104","63","26.6","7.5","0.13","83.348","27.538","67154.972","60415.486"
"6","14","18","1","1","26.3","5.8","0.13","1.04","26.312","0","0"
"6","14","19","0","0","25.9","4.2","0.13","0","25.9","0","0"
"6","14","20","0","0","25.6","2.5","0.13","0","25.6","0","0"
"6","14","21","0","0","25.6","2.6","0.13","0","25.6","0","0"
"6","14","22","0","0","25.6","2.7","0.13","0","25.6","0","0"
"6","14","23","0","0","25.6","2.7","0.13","0","25.6","0","0"
"6","15","0","0","0","25.6","2.8","0.13","0","25.6","0","0"
"6","15","1","0","0","25.6","2.9","0.13","0","25.6","0","0"
"6","15","2","0","0","25.6","3","0.13","0","25.6","0","0"
"6","15","3","0","0","25.4","2.6","0.13","0","25.4","0","0"
"6","15","4","0","0","25.3","2.1","0.13","0","25.3","0","0"
"6","15","5","0","0","25.1","1.7","0.13","0","25.1","0","0"
"6","15","6","1","29","24.9","1.3","0.13","28.989","25.608","15854.714","10933"
"6","15","7","15","94","24.8","0.8","0.13","98.326","27.955","85964.898","78558.901"
"6","15","8","34","194","24.6","0.4","0.13","211.86","32.211","187312.662","176315.511"
"6","15","9","17","236","24.9","0.4","0.13","247.473","33.756","215433.373","203439.793"
"6","15","10","74","178","25.3","0.4","0.13","239.775","33.877","208156.036","196420.321"
"6","15","11","4","184","25.6","0.4","0.13","187.222","32.273","160089.313","150056.794"
"6","15","12","24","187","25.3","0.5","0.13","209.299","32.548","179881.307","169147.478"
"6","15","13","32","413","24.9","0.6","0.13","442.779","39.804","377731.186","359986.749"
"6","15","14","66","246","24.6","0.6","0.13","297.305","34.635","259094.152","245553.498"
"6","15","15","40","203","24.3","0.7","0.13","227.989","31.801","201048.786","189564.909"
"6","15","16","91","180","23.9","0.8","0.13","218.639","30.92","195119.504","183845.725"
"6","15","17","9","63","23.6","0.9","0.13","64.806","25.615","55095.112","48782.954"
