"PVWatts Hourly PV Performance Data"
"Requested Location","Kenya"
"Location","LAMU/MANDA ISLAND, KENYA"
"Latitude (DD)","-2.27"
"Longitude (DD)","40.83"
"Elevation (m)","6"
"DC System Size (kW)","1100"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","2.27"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"5","21","10","71","292","25.2","3.6","0.11","352.733","31.637","311113.245","295729.347"
"5","21","11","21","218","25.7","3.8","0.11","237.708","29.901","207184.835","195483.533"
"5","21","12","51","185","25.6","3.3","0.11","233.826","30.068","204318.752","192719.007"
"5","21","13","227","276","25.4","2.9","0.11","479.98","35.227","422798.553","403457.201"
"5","21","14","54","216","25.3","2.4","0.11","258.258","31.078","227186.185","214776.156"
"5","21","15","17","94","25.4","2.6","0.11","104.382","27.656","90864.159","83284.562"
"5","21","16","23","138","25.6","2.7","0.11","147.293","28.736","130790.228","121795.891"
"5","21","17","0","37","25.7","2.9","0.11","36.86","26.454","30504.62","25063.802"
"5","21","18","0","1","25.7","2.7","0.11","0.999","25.718","0","0"
"5","21","19","0","0","25.7","2.6","0.11","0","25.7","0","0"
"5","21","20","0","0","25.7","2.4","0.11","0","25.7","0","0"
"5","21","21","0","0","25.7","2.4","0.11","0","25.7","0","0"
"5","21","22","0","0","25.7","2.4","0.11","0","25.7","0","0"
"5","21","23","0","0","25.7","2.4","0.11","0","25.7","0","0"
"5","22","0","0","0","25.8","3.5","0.11","0","25.8","0","0"
"5","22","1","0","0","25.9","4.7","0.11","0","25.9","0","0"
"5","22","2","0","0","26","5.8","0.11","0","26","0","0"
"5","22","3","0","0","26.1","6.9","0.11","0","26.1","0","0"
"5","22","4","0","0","26.2","7","0.11","0","26.2","0","0"
"5","22","5","0","0","26.3","7.2","0.11","0","26.3","0","0"
"5","22","6","44","21","26","5.1","0.11","25.377","26.343","15417.531","10511.308"
"5","22","7","126","109","28","5.7","0.11","148.827","30.059","129110.731","120175.905"
"5","22","8","177","200","28.8","6.2","0.11","294.643","32.676","264593.984","250858.448"
"5","22","9","469","269","29","5.8","0.11","605.515","37.319","538639.052","515193.01"
"5","22","10","624","227","29.3","5.5","0.11","757.724","40.071","664986.031","637063.014"
"5","22","11","623","259","29.5","5.1","0.11","837.119","41.976","725453.592","695387.968"
"5","22","12","496","329","30","5.8","0.11","797.384","40.919","691184.535","662333.2"
"5","22","13","642","215","30.5","6.5","0.11","787.458","40.504","688865.41","660096.251"
"5","22","14","718","162","31","7.2","0.11","722.229","39.561","639419.853","612402.746"
"5","22","15","467","159","30.3","7.2","0.11","447.867","35.618","403511.103","384853.181"
"5","22","16","524","92","29.5","7.2","0.11","308.437","33.15","274887.461","260787.186"
"5","22","17","184","52","28.8","7.2","0.11","85.604","29.776","64748.042","58093.843"
"5","22","18","4","1","28.1","7.2","0.11","1.143","28.111","0","0"
"5","22","19","0","0","27.3","7.2","0.11","0","27.3","0","0"
"5","22","20","0","0","26.6","7.2","0.11","0","26.6","0","0"
"5","22","21","0","0","26.4","7.2","0.11","0","26.4","0","0"
"5","22","22","0","0","26.2","7.2","0.11","0","26.2","0","0"
"5","22","23","0","0","26","7.2","0.11","0","26","0","0"
"5","23","0","0","0","26","7.7","0.11","0","26","0","0"
"5","23","1","0","0","26","7.7","0.11","0","26","0","0"
"5","23","2","0","0","26.1","7.2","0.11","0","26.1","0","0"
"5","23","3","0","0","26.4","6.9","0.11","0","26.4","0","0"
"5","23","4","0","0","26.8","6.7","0.11","0","26.8","0","0"
"5","23","5","0","0","27.1","6.4","0.11","0","27.1","0","0"
"5","23","6","23","21","27.4","6.2","0.11","23.348","27.681","14515.11","9640.863"
"5","23","7","193","98","27.8","5.9","0.11","158.8","29.942","136877.637","127667.599"
"5","23","8","335","179","28.1","5.7","0.11","357.224","33.08","323985.655","308145.636"
"5","23","9","246","331","28.1","6","0.11","507.593","34.904","451728.528","431362.072"
"5","23","10","249","452","28","6.4","0.11","665.088","36.512","584179.438","559119.719"
"5","23","11","261","323","28","6.7","0.11","566.309","35.021","499592.005","477529.555"
"5","23","12","343","432","28.2","7.2","0.11","756.608","37.117","662356.814","634526.96"
"5","23","13","87","493","28.5","7.7","0.11","572.346","34.914","500940.389","478830.16"
"5","23","14","497","291","28.7","8.2","0.11","679.978","36.023","606208.392","580368.1"
"5","23","15","168","259","27.9","7.4","0.11","363.617","32.12","326615.34","310682.142"
"5","23","16","109","149","27","6.5","0.11","194.605","29.476","173911.58","163389.282"
"5","23","17","19","49","26.2","5.7","0.11","52.513","26.923","43296.409","37402.326"
"5","23","18","0","1","25.4","4.9","0.11","0.999","25.413","0","0"
"5","23","19","0","0","25.2","4.5","0.11","0","25.2","0","0"
"5","23","20","0","0","25","4.2","0.11","0","25","0","0"
"5","23","21","0","0","25.1","3.2","0.11","0","25.1","0","0"
"5","23","22","0","0","25.1","2.1","0.11","0","25.1","0","0"
"5","23","23","0","0","25.2","1.1","0.11","0","25.2","0","0"
"5","24","0","0","0","25.2","0","0.11","0","25.2","0","0"
"5","24","1","0","0","25","0","0.11","0","25","0","0"
"5","24","2","0","0","24.7","0","0.11","0","24.7","0","0"
"5","24","3","0","0","24.5","0","0.11","0","24.5","0","0"
"5","24","4","0","0","24.4","0","0.11","0","24.4","0","0"
"5","24","5","0","0","24.2","0","0.11","0","24.2","0","0"
"5","24","6","12","25","24.9","1","0.11","26.168","25.637","16876.365","11918.45"
"5","24","7","60","126","25.5","2.1","0.11","145.124","28.951","127711.843","118826.586"
"5","24","8","102","181","26.2","3.1","0.11","235.746","30.889","211151.752","199309.887"
"5","24","9","103","264","26.9","4.2","0.11","338.528","32.575","300224.678","285226.605"
"5","24","10","129","389","27.5","5.2","0.11","500.204","34.838","439516.356","419582.625"
"5","24","11","103","352","28.2","6.3","0.11","448.935","33.995","393312.247","375015.712"
"5","24","12","324","441","27.9","6.1","0.11","747.595","37.781","652360.955","624885.294"
"5","24","13","100","284","27.7","6","0.11","374.112","32.695","329123.508","313101.435"
"5","24","14","191","390","27.4","5.8","0.11","540.546","34.798","478447.358","457134.147"
"5","24","15","74","368","27.2","4.8","0.11","415.503","33.63","369743.598","352282.194"
"5","24","16","1","113","26.9","3.9","0.11","113.194","28.888","99426.187","91543.203"
"5","24","17","15","54","26.7","2.9","0.11","56.894","27.86","47119.675","41090.118"
"5","24","18","0","1","27.7","3.2","0.11","0.999","27.716","0","0"
"5","24","19","0","0","28.7","3.5","0.11","0","28.7","0","0"
"5","24","20","0","0","29.7","3.8","0.11","0","29.7","0","0"
"5","24","21","0","0","28.4","2.5","0.11","0","28.4","0","0"
"5","24","22","0","0","27.2","1.3","0.11","0","27.2","0","0"
"5","24","23","0","0","25.9","0","0.11","0","25.9","0","0"
"5","25","0","0","0","25.6","0","0.11","0","25.6","0","0"
"5","25","1","0","0","25.4","0","0.11","0","25.4","0","0"
"5","25","2","0","0","25.1","0","0.11","0","25.1","0","0"
"5","25","3","0","0","25","0","0.11","0","25","0","0"
"5","25","4","0","0","24.8","0","0.11","0","24.8","0","0"
"5","25","5","0","0","24.7","0","0.11","0","24.7","0","0"
"5","25","6","1","23","25.4","1.1","0.11","23.024","26.035","14918.479","10029.939"
"5","25","7","57","111","26.2","2.2","0.11","128.944","29.206","112728.025","104373.704"
"5","25","8","213","241","26.9","3.3","0.11","354.511","33.731","318616.341","302966.578"
"5","25","9","125","378","27.9","4.6","0.11","468.14","35.329","413139.788","394140.684"
"5","25","10","77","472","28.9","5.9","0.11","539.065","36.175","470029.863","449014.918"
"5","25","11","442","370","29.9","7.2","0.11","780.309","39.107","680531.549","652057.692"
"5","25","12","273","321","29.9","7.2","0.11","578.645","36.721","507119.127","484789.961"
"5","25","13","402","365","29.8","7.2","0.11","724.435","38.349","634294.506","607459.01"
"5","25","14","326","341","29.8","7.2","0.11","596.437","36.847","526984.741","503951.657"
"5","25","15","348","226","29.2","6.6","0.11","441.122","34.759","396533.483","378122.807"
"5","25","16","136","157","28.5","5.9","0.11","213.705","31.403","190044.653","178950.696"
"5","25","17","36","63","27.9","5.3","0.11","69.825","28.905","57359.907","50967.498"
"5","25","18","0","1","27.5","4.3","0.11","0.999","27.514","0","0"
"5","25","19","0","0","27.2","3.4","0.11","0","27.2","0","0"
"5","25","20","0","0","26.8","2.4","0.11","0","26.8","0","0"
"5","25","21","0","0","26.5","2","0.11","0","26.5","0","0"
"5","25","22","0","0","26.3","1.6","0.11","0","26.3","0","0"
"5","25","23","0","0","26","1.2","0.11","0","26","0","0"
"5","26","0","0","0","25.8","0.8","0.11","0","25.8","0","0"
"5","26","1","0","0","25.5","0.4","0.11","0","25.5","0","0"
"5","26","2","0","0","25.3","0","0.11","0","25.3","0","0"
"5","26","3","0","0","24.8","0","0.11","0","24.8","0","0"
"5","26","4","0","0","24.4","0","0.11","0","24.4","0","0"
"5","26","5","0","0","23.9","0","0.11","0","23.9","0","0"
"5","26","6","4","23","24.4","0","0.11","23.306","25.278","14938.461","10049.213"
"5","26","7","128","110","24.8","0","0.11","150.144","30.897","129733.185","120776.304"
"5","26","8","56","220","25.3","0","0.11","250.141","35.501","219373.253","207240.067"
"5","26","9","278","260","26","0.8","0.11","458.725","40.709","399354.548","380843.909"
"5","26","10","373","319","26.6","1.6","0.11","636.371","43.383","547042.208","523298.409"
"5","26","11","278","318","27.3","2.3","0.11","575.964","40.439","497673.212","475678.753"
"5","26","12","513","360","28","3.1","0.11","842.274","44.687","718599.866","688777.097"
"5","26","13","445","385","28.6","3.9","0.11","782.096","42.284","674271.95","646019.895"
"5","26","14","403","295","29.3","4.7","0.11","610.33","38.878","536668.811","513292.583"
"5","26","15","357","208","28.8","4.7","0.11","428.317","35.542","383977.867","366012.086"
"5","26","16","102","171","28.2","4.7","0.11","213.388","31.554","189698.163","178616.484"
"5","26","17","30","59","27.7","4.7","0.11","64.677","28.705","53135.03","46892.326"
"5","26","18","0","1","27","4.2","0.11","0.999","27.014","0","0"
"5","26","19","0","0","26.2","3.8","0.11","0","26.2","0","0"
"5","26","20","0","0","25.5","3.3","0.11","0","25.5","0","0"
"5","26","21","0","0","25.4","3.6","0.11","0","25.4","0","0"
"5","26","22","0","0","25.4","4","0.11","0","25.4","0","0"
"5","26","23","0","0","25.3","4.3","0.11","0","25.3","0","0"
"5","27","0","0","0","25.3","4.1","0.11","0","25.3","0","0"
"5","27","1","0","0","25.3","4","0.11","0","25.3","0","0"
"5","27","2","0","0","25.3","3.8","0.11","0","25.3","0","0"
"5","27","3","0","0","25.7","4.3","0.11","0","25.7","0","0"
"5","27","4","0","0","26.2","4.8","0.11","0","26.2","0","0"
"5","27","5","0","0","26.6","5.2","0.11","0","26.6","0","0"
"5","27","6","20","21","27","5.7","0.11","22.847","27.288","13825.51","8975.698"
"5","27","7","200","106","27.5","6.2","0.11","168.536","29.698","145724.988","136201.454"
"5","27","8","330","207","27.9","6.7","0.11","381.687","32.667","346867.07","330216.272"
"5","27","9","500","255","28.4","7.4","0.11","610.774","35.496","548050.607","524271.076"
"5","27","10","613","254","28.9","8","0.11","772.013","37.365","684386.813","655776.349"
"5","27","11","521","331","29.4","8.7","0.11","812.39","37.756","713950.478","684292.455"
"5","27","12","428","382","29.4","7.7","0.11","784.854","38.223","686170.839","657497.159"
"5","27","13","518","227","29.3","6.8","0.11","687.349","37.759","606949.267","581082.722"
"5","27","14","674","192","29.3","5.8","0.11","715.996","39.143","634151.832","607321.392"
"5","27","15","469","162","28.8","5.1","0.11","451.122","35.556","406621.963","387853.811"
"5","27","16","411","131","28.2","4.5","0.11","300.999","33.056","268317.029","254449.571"
"5","27","17","111","52","27.7","3.8","0.11","72.772","28.961","56772.639","50401.04"
"5","27","18","1","1","27.4","4.6","0.11","1.037","27.414","0","0"
"5","27","19","0","0","27","5.5","0.11","0","27","0","0"
"5","27","20","0","0","26.7","6.3","0.11","0","26.7","0","0"
"5","27","21","0","0","26.7","5.8","0.11","0","26.7","0","0"
"5","27","22","0","0","26.7","5.2","0.11","0","26.7","0","0"
"5","27","23","0","0","26.7","4.7","0.11","0","26.7","0","0"
"5","28","0","0","0","26.5","5.1","0.11","0","26.5","0","0"
"5","28","1","0","0","26.3","5.6","0.11","0","26.3","0","0"
"5","28","2","0","0","26","6","0.11","0","26","0","0"
"5","28","3","0","0","25.8","6.4","0.11","0","25.8","0","0"
"5","28","4","0","0","26.2","6.5","0.11","0","26.2","0","0"
"5","28","5","0","0","26.6","6.7","0.11","0","26.6","0","0"
"5","28","6","51","22","27","6.9","0.11","27.017","27.292","15450.464","10543.074"
"5","28","7","111","129","27.4","7","0.11","164.09","29.375","143792.978","134337.903"
"5","28","8","179","185","27.8","7.2","0.11","279.608","31.116","252586.385","239276.326"
"5","28","9","691","162","28.2","7.4","0.11","651.282","35.779","587474.179","562297.714"
"5","28","10","357","243","28.6","7.5","0.11","545.558","34.861","485722.911","464151.898"
"5","28","11","721","260","29","7.7","0.11","923.416","39.404","808793.132","775774.457"
"5","28","12","540","304","29.1","7.2","0.11","809.921","38.664","709540.324","680038.57"
"5","28","13","632","241","29.3","6.7","0.11","801.354","39.268","703997.161","674691.824"
"5","28","14","511","210","29.4","6.2","0.11","607.51","37.38","540070.252","516573.497"
"5","28","15","421","165","28.5","5.8","0.11","424.707","34.349","383844.516","365883.46"
"5","28","16","340","119","27.6","5.5","0.11","259.905","31.296","232371.408","219777.647"
"5","28","17","120","69","26.7","5.1","0.11","91.391","28.033","73170.085","66217.459"
"5","28","18","3","1","26.7","5.1","0.11","1.113","26.713","0","0"
"5","28","19","0","0","26.6","5.1","0.11","0","26.6","0","0"
"5","28","20","0","0","26.6","5.1","0.11","0","26.6","0","0"
"5","28","21","0","0","26.6","5.5","0.11","0","26.6","0","0"
"5","28","22","0","0","26.5","5.8","0.11","0","26.5","0","0"
"5","28","23","0","0","26.5","6.2","0.11","0","26.5","0","0"
"5","29","0","0","0","26.5","6.2","0.11","0","26.5","0","0"
"5","29","1","0","0","26.4","6.2","0.11","0","26.4","0","0"
"5","29","2","0","0","26.4","6.2","0.11","0","26.4","0","0"
"5","29","3","0","0","26.6","6.4","0.11","0","26.6","0","0"
"5","29","4","0","0","26.9","6.7","0.11","0","26.9","0","0"
"5","29","5","0","0","27.1","6.9","0.11","0","27.1","0","0"
"5","29","6","41","21","27.3","7.2","0.11","24.885","27.561","14176.903","9314.641"
"5","29","7","196","89","27.6","7.4","0.11","149.781","29.325","128649.044","119730.578"
"5","29","8","300","176","27.8","7.7","0.11","334.118","31.582","304219.878","289080.239"
"5","29","9","268","224","28","7.8","0.11","414.483","32.631","372570.105","355008.546"
"5","29","10","361","216","28.1","7.9","0.11","521.237","33.863","466194.859","445315.803"
"5","29","11","496","219","28.3","7.9","0.11","675.92","35.772","600666.179","575022.269"
"5","29","12","401","457","28.5","8","0.11","833.598","37.609","728856.067","698669.88"
"5","29","13","605","232","28.6","8.1","0.11","768.065","36.942","681140.433","652645.001"
"5","29","14","109","407","28.8","8.2","0.11","492.97","34.089","435498.556","415707.191"
"5","29","15","253","140","28.2","7","0.11","296.795","31.791","267880.984","254028.977"
"5","29","16","250","163","27.6","5.8","0.11","266.962","31.267","239101.336","226269.106"
"5","29","17","197","63","27","4.6","0.11","99.47","28.53","76926.558","69840.825"
"5","29","18","2","1","26.8","4.8","0.11","1.076","26.814","0","0"
"5","29","19","0","0","26.7","4.9","0.11","0","26.7","0","0"
"5","29","20","0","0","26.5","5.1","0.11","0","26.5","0","0"
"5","29","21","0","0","26.6","5.5","0.11","0","26.6","0","0"
"5","29","22","0","0","26.6","5.9","0.11","0","26.6","0","0"
"5","29","23","0","0","26.7","6.3","0.11","0","26.7","0","0"
"5","30","0","0","0","26.7","6.7","0.11","0","26.7","0","0"
"5","30","1","0","0","26.7","6.7","0.11","0","26.7","0","0"
"5","30","2","0","0","26.7","6.7","0.11","0","26.7","0","0"
"5","30","3","0","0","26.7","6.7","0.11","0","26.7","0","0"
"5","30","4","0","0","26.7","6.7","0.11","0","26.7","0","0"
"5","30","5","0","0","26.7","6.7","0.11","0","26.7","0","0"
"5","30","6","9","22","27.4","6.7","0.11","22.857","27.664","14553.961","9678.337"
"5","30","7","176","94","28","6.7","0.11","148.641","29.838","127742.388","118856.048"
"5","30","8","382","173","28.7","6.7","0.11","374.27","33.378","340042.741","323633.756"
"5","30","9","470","248","29","6","0.11","581.09","36.808","518438.128","495707.885"
"5","30","10","415","361","29.4","5.4","0.11","711.113","39.611","621095.83","594728.016"
"5","30","11","380","297","29.7","4.7","0.11","647.878","39.848","563702.422","539368.285"
"5","30","12","66","418","28.8","6.3","0.11","480.871","35.001","418685.899","399490.274"
"5","30","13","289","349","27.8","8","0.11","606.413","34.429","537677.425","514265.458"
"5","30","14","61","253","26.9","9.6","0.11","300.582","29.764","267091.857","253267.812"
"5","30","15","195","192","27.2","8.3","0.11","312.949","30.544","282877.293","268493.907"
"5","30","16","94","118","27.4","7.1","0.11","157.147","29.28","139443.52","130142.563"
"5","30","17","43","58","27.7","5.8","0.11","66.026","28.595","53820.087","47553.109"
"5","30","18","0","1","27.5","7.1","0.11","0.999","27.51","0","0"
"5","30","19","0","0","27.3","8.3","0.11","0","27.3","0","0"
"5","30","20","0","0","27.1","9.6","0.11","0","27.1","0","0"
"5","30","21","0","0","25","6.7","0.11","0","25","0","0"
"5","30","22","0","0","22.8","3.8","0.11","0","22.8","0","0"
"5","30","23","0","0","20.7","0.9","0.11","0","20.7","0","0"
"5","31","0","0","0","22","0.7","0.11","0","22","0","0"
"5","31","1","0","0","23.3","0.5","0.11","0","23.3","0","0"
"5","31","2","0","0","24.6","0.2","0.11","0","24.6","0","0"
"5","31","3","0","0","25.9","0","0.11","0","25.9","0","0"
"5","31","4","0","0","26.4","0","0.11","0","26.4","0","0"
"5","31","5","0","0","26.8","0","0.11","0","26.8","0","0"
"5","31","6","17","21","27.3","1.3","0.11","22.599","27.886","13958.453","9103.931"
"5","31","7","258","103","27.8","2.5","0.11","182.425","31.79","155704.767","145827.61"
"5","31","8","363","193","28.3","3.8","0.11","383.411","35.152","345588.806","328983.301"
"5","31","9","554","221","28.7","5.7","0.11","612.192","37.217","546848.428","523111.495"
"5","31","10","669","256","29.2","7.7","0.11","818.009","38.424","722510.783","692549.435"
"5","31","11","475","281","29.7","9.6","0.11","717.891","36.556","634634.596","607787.05"
"5","31","12","486","344","29.8","9.1","0.11","798.747","37.74","701128.134","671924.457"
"5","31","13","447","326","29.8","8.6","0.11","722.857","37.3","636931.655","610002.715"
"5","31","14","484","227","29.9","8.1","0.11","603.133","36.458","537602.424","514193.114"
"5","31","15","432","171","29.7","7.9","0.11","437.206","34.555","395025.914","376668.657"
"5","31","16","178","186","29.4","7.8","0.11","260.286","32.31","232080.4","219496.95"
"5","31","17","58","53","29.2","7.6","0.11","64.013","29.917","51116.276","44945.105"
"5","31","18","0","1","29","7.5","0.11","0.999","29.01","0","0"
"5","31","19","0","0","28.7","7.3","0.11","0","28.7","0","0"
"5","31","20","0","0","28.5","7.2","0.11","0","28.5","0","0"
"5","31","21","0","0","28.2","6.7","0.11","0","28.2","0","0"
"5","31","22","0","0","27.9","6.3","0.11","0","27.9","0","0"
"5","31","23","0","0","27.6","5.8","0.11","0","27.6","0","0"
"6","1","0","0","0","27.2","5.3","0.13","0","27.2","0","0"
"6","1","1","0","0","26.9","4.8","0.13","0","26.9","0","0"
"6","1","2","0","0","26.6","4.4","0.13","0","26.6","0","0"
"6","1","3","0","0","26.3","3.9","0.13","0","26.3","0","0"
"6","1","4","0","0","26.7","3.8","0.13","0","26.7","0","0"
"6","1","5","0","0","27","3.6","0.13","0","27","0","0"
"6","1","6","39","21","27.3","3.4","0.13","24.825","27.722","14612.702","9734.997"
"6","1","7","292","95","27.7","3.3","0.13","185.001","31.223","157611.98","147667.242"
"6","1","8","311","142","28","3.1","0.13","305.478","34.094","275317.296","261201.791"
"6","1","9","325","219","28.3","3.6","0.13","448.435","36.532","398266.865","379794.767"
"6","1","10","469","293","28.7","4.1","0.13","687.702","40.407","600463.241","574826.523"
"6","1","11","637","206","29","4.6","0.13","789.524","41.555","687197.597","658487.535"
"6","1","12","516","318","29","3.8","0.13","799.836","43.206","687670.737","658943.91"
"6","1","13","432","267","29","2.9","0.13","649.887","42.329","561794.928","537528.381"
"6","1","14","237","297","29","2.1","0.13","482.354","40.46","418274.734","399093.678"
"6","1","15","267","244","28.3","2.1","0.13","409.288","38.055","361453.42","344285.77"
"6","1","16","196","117","27.7","2.1","0.13","198.417","32.426","175113.376","164548.494"
"6","1","17","60","41","27","2.1","0.13","52.169","28.217","41053.702","35239.087"
"6","1","18","1","1","26.3","1.7","0.13","1.035","26.322","0","0"
"6","1","19","0","0","25.7","1.4","0.13","0","25.7","0","0"
"6","1","20","0","0","25","1","0.13","0","25","0","0"
"6","1","21","0","0","25","1.2","0.13","0","25","0","0"
"6","1","22","0","0","25","1.4","0.13","0","25","0","0"
"6","1","23","0","0","25","1.5","0.13","0","25","0","0"
"6","2","0","0","0","24.7","2","0.13","0","24.7","0","0"
"6","2","1","0","0","24.4","2.5","0.13","0","24.4","0","0"
"6","2","2","0","0","24.2","3.1","0.13","0","24.2","0","0"
"6","2","3","0","0","23.9","3.6","0.13","0","23.9","0","0"
"6","2","4","0","0","24.3","3.7","0.13","0","24.3","0","0"
"6","2","5","0","0","24.6","3.7","0.13","0","24.6","0","0"
"6","2","6","16","24","24.9","3.8","0.13","25.511","25.314","15822.556","10901.981"
"6","2","7","271","94","25.3","3.9","0.13","176.791","28.372","152306.099","142549.37"
"6","2","8","311","177","25.6","4","0.13","339.667","31.495","309670.325","294337.555"
"6","2","9","314","275","25.3","3.3","0.13","496.971","34.855","444123.259","424026.287"
"6","2","10","170","452","24.9","2.7","0.13","596.773","37.54","520566.159","497760.512"
"6","2","11","36","247","24.6","2","0.13","280.242","31.36","244569.606","231543.613"
"6","2","12","1","214","24.6","2.7","0.13","214.553","29.127","186425.546","175459.829"
"6","2","13","20","437","24.6","3.3","0.13","454.902","33.285","398219.869","379749.437"
"6","2","14","28","368","24.6","4","0.13","389.782","31.304","345241.719","328648.513"
"6","2","15","7","244","24.3","3.1","0.13","248.247","29.219","221152.713","208956.474"
"6","2","16","39","111","23.9","2.3","0.13","127.09","26.813","113089.335","104722.212"
"6","2","17","0","50","23.6","1.4","0.13","49.957","24.976","42256.784","36399.539"
"6","2","18","0","1","23.6","2.6","0.13","0.999","23.618","0","0"
"6","2","19","0","0","23.6","3.8","0.13","0","23.6","0","0"
"6","2","20","0","0","23.6","5","0.13","0","23.6","0","0"
"6","2","21","0","0","23.7","4.4","0.13","0","23.7","0","0"
"6","2","22","0","0","23.8","3.7","0.13","0","23.8","0","0"
"6","2","23","0","0","23.9","3.1","0.13","0","23.9","0","0"
"6","3","0","0","0","24","2.5","0.13","0","24","0","0"
"6","3","1","0","0","24.4","3.5","0.13","0","24.4","0","0"
"6","3","2","0","0","24.8","4.6","0.13","0","24.8","0","0"
"6","3","3","0","0","25.1","5.6","0.13","0","25.1","0","0"
"6","3","4","0","0","25.5","6.7","0.13","0","25.5","0","0"
"6","3","5","0","0","25.9","7.7","0.13","0","25.9","0","0"
"6","3","6","81","19","26.3","8.8","0.13","27.004","26.537","14450.23","9578.282"
"6","3","7","262","80","26.7","7.7","0.13","160.323","28.489","137114.129","127895.712"
"6","3","8","348","160","27","6.7","0.13","342.14","31.277","312855.133","297409.512"
"6","3","9","643","148","27.3","5.7","0.13","599.249","35.646","540846.878","517322.604"
"6","3","10","345","286","27.7","4.6","0.13","576.687","36.86","508962.812","486568.317"
"6","3","11","592","282","28","3.6","0.13","823.977","43.094","710632.172","681091.73"
"6","3","12","730","188","28.3","2.6","0.13","865.186","47.028","736603.095","706142.4"
"6","3","13","376","229","28.7","1.5","0.13","561.961","43.86","482172.391","460727.187"
"6","3","14","297","332","29","0.5","0.13","563.669","48.624","474036.621","452879.7"
"6","3","15","639","184","28.5","0.9","0.13","576.644","46.585","499341.665","477288.085"
"6","3","16","490","116","28","1.4","0.13","318.412","36.804","279885.248","265607.882"
"6","3","17","242","56","27.5","1.8","0.13","101.37","29.963","76308.006","69244.191"
"6","3","18","5","1","27","2.2","0.13","1.185","27.021","0","0"
"6","3","19","0","0","26.5","2.7","0.13","0","26.5","0","0"
"6","3","20","0","0","26","3.1","0.13","0","26","0","0"
"6","3","21","0","0","26.1","3.3","0.13","0","26.1","0","0"
"6","3","22","0","0","26.3","3.6","0.13","0","26.3","0","0"
"6","3","23","0","0","26.4","3.8","0.13","0","26.4","0","0"
"6","4","0","0","0","26.5","4","0.13","0","26.5","0","0"
"6","4","1","0","0","26.6","4.2","0.13","0","26.6","0","0"
"6","4","2","0","0","26.8","4.5","0.13","0","26.8","0","0"
"6","4","3","0","0","26.9","4.7","0.13","0","26.9","0","0"
"6","4","4","0","0","27","4.9","0.13","0","27","0","0"
"6","4","5","0","0","27.2","5.2","0.13","0","27.2","0","0"
"6","4","6","104","18","27.3","5.4","0.13","28.01","27.636","14108.87","9249.017"
"6","4","7","407","78","27.7","4.8","0.13","201.399","30.78","170123.538","159735.465"
"6","4","8","472","180","28","4.1","0.13","425.798","35.291","385644.778","367619.931"
"6","4","9","356","217","28.3","3.4","0.13","468.054","37.165","415378.084","396299.668"
"6","4","10","530","317","28.7","2.8","0.13","761.047","44.592","653677.606","626155.29"
"6","4","11","648","235","29","2.1","0.13","826.976","48.668","698474.854","669365.194"
"6","4","12","271","393","28.7","3.1","0.13","647.091","41.499","556039.986","531977.359"
"6","4","13","557","251","28.3","4.1","0.13","742.813","40.948","647683.46","620373.541"
"6","4","14","521","243","28","5.1","0.13","647.007","37.66","574295.136","549585.657"
"6","4","15","625","113","27.7","5.1","0.13","496.491","35.145","451124.605","430779.548"
"6","4","16","481","129","27.3","5.1","0.13","328.01","32.197","294114.081","279332.531"
"6","4","17","139","79","27","5.1","0.13","105.473","28.538","84874.681","77507.315"
"6","4","18","6","1","26.7","5.1","0.13","1.226","26.714","0","0"
"6","4","19","0","0","26.3","5.1","0.13","0","26.3","0","0"
"6","4","20","0","0","26","5.1","0.13","0","26","0","0"
"6","4","21","0","0","26","5.1","0.13","0","26","0","0"
"6","4","22","0","0","26","5.1","0.13","0","26","0","0"
"6","4","23","0","0","26","5.1","0.13","0","26","0","0"
"6","5","0","0","0","26","5.1","0.13","0","26","0","0"
"6","5","1","0","0","26","5.1","0.13","0","26","0","0"
"6","5","2","0","0","26","5.1","0.13","0","26","0","0"
"6","5","3","0","0","26","4.1","0.13","0","26","0","0"
"6","5","4","0","0","26","3.1","0.13","0","26","0","0"
"6","5","5","0","0","26","2.1","0.13","0","26","0","0"
"6","5","6","19","20","26.3","2.4","0.13","21.708","26.735","12536.319","7732.188"
"6","5","7","161","79","26.7","2.8","0.13","128.089","29.357","109250.409","101019.314"
"6","5","8","315","122","27","3.1","0.13","286.077","32.709","259230.487","245685.001"
"6","5","9","350","201","27","3.2","0.13","447.376","35.751","399212.542","380706.935"
"6","5","10","616","264","27","3.3","0.13","778.651","41.968","677816.746","649439.085"
